master_addr is only used for static rdzv_backend and when rdzv_endpoint is not specified.
compatible checkpoint load | loaded=284 | skipped=0 | missing=5 | unexpected=0
first missing keys: skip_gate_d3.gamma, skip_gate_d3.skip_proj.weight, skip_gate_d3.gate_proj.weight, skip_gate_d3.psi.1.weight, skip_gate_d3.psi.1.bias
compatible checkpoint load | loaded=284 | skipped=0 | missing=5 | unexpected=0
first missing keys: skip_gate_d3.gamma, skip_gate_d3.skip_proj.weight, skip_gate_d3.gate_proj.weight, skip_gate_d3.psi.1.weight, skip_gate_d3.psi.1.bias
compatible checkpoint load | loaded=284 | skipped=0 | missing=5 | unexpected=0
first missing keys: skip_gate_d3.gamma, skip_gate_d3.skip_proj.weight, skip_gate_d3.gate_proj.weight, skip_gate_d3.psi.1.weight, skip_gate_d3.psi.1.bias
compatible checkpoint load | loaded=284 | skipped=0 | missing=5 | unexpected=0
first missing keys: skip_gate_d3.gamma, skip_gate_d3.skip_proj.weight, skip_gate_d3.gate_proj.weight, skip_gate_d3.psi.1.weight, skip_gate_d3.psi.1.bias
device = cuda:0
parallel = {'ddp': True, 'requested': True, 'device_type': 'cuda', 'rank': 0, 'local_rank': 0, 'world_size': 4, 'backend': 'nccl', 'find_unused_parameters': False}
stage1_checkpoint = /mimer/NOBACKUP/groups/smart-rail/Yi Yang/CV_contact_wire/UNET_two_stage/outputs/experiments/811_fixed_split/stage1_s20260515/stage1/best_stage1.pt
defect_train_count = 371
defect_val_count = 47
normal_train_count = 274
normal_val_count = 34
stage2_native_size = True
val_native_batch_summary = [{"image_size": "3840x2160", "count": 47, "batch_size": 4, "rank": 0, "num_replicas": 1}, {"image_size": "640x640", "count": 34, "batch_size": 80, "rank": 0, "num_replicas": 1}]
train_eval_postprocess_search = False
train_eval_threshold = 0.5
train_eval_min_area = 0
save_dir = /mimer/NOBACKUP/groups/smart-rail/Yi Yang/CV_contact_wire/UNET_two_stage/outputs/experiments/811_fixed_split/phase2_architecture_full_single_seed/811_m3_skip_d3_s20260515/stage2
train_native_batch_summary = [{"image_size": "3840x2160", "count": 94, "batch_size": 4, "rank": 0, "num_replicas": 4}, {"image_size": "640x640", "count": 68, "batch_size": 80, "rank": 0, "num_replicas": 4}]
epoch 1/50 | random_normal=274 | hard_normal=0/0 | hard_pool=0 | train_loss=0.645167 | defect_dice=0.323618 | defect_iou=0.207749 | defect_recall=0.978723 | normal_fpr=1.000000 | normal_fp=34/34 | thr=0.50 | min_area=0 | stage2_score=-1.476382 | lr_encoder=2.000000e-05 | lr_decoder=1.000000e-04
epoch 2/50 | random_normal=274 | hard_normal=0/0 | hard_pool=0 | train_loss=0.631657 | defect_dice=0.354875 | defect_iou=0.235329 | defect_recall=0.978723 | normal_fpr=0.882353 | normal_fp=30/34 | thr=0.50 | min_area=0 | stage2_score=-1.209831 | lr_encoder=2.000000e-05 | lr_decoder=1.000000e-04
epoch 3/50 | random_normal=223 | hard_normal=148/148 | hard_pool=244 | train_loss=0.624542 | defect_dice=0.502927 | defect_iou=0.358695 | defect_recall=0.978723 | normal_fpr=0.852941 | normal_fp=29/34 | thr=0.50 | min_area=0 | stage2_score=-1.002955 | lr_encoder=2.000000e-05 | lr_decoder=1.000000e-04
epoch 4/50 | random_normal=223 | hard_normal=148/148 | hard_pool=244 | train_loss=0.618715 | defect_dice=0.417275 | defect_iou=0.281121 | defect_recall=0.978723 | normal_fpr=0.823529 | normal_fp=28/34 | thr=0.50 | min_area=0 | stage2_score=-1.029784 | lr_encoder=2.000000e-05 | lr_decoder=1.000000e-04
epoch 5/50 | random_normal=223 | hard_normal=148/148 | hard_pool=236 | train_loss=0.610795 | defect_dice=0.593548 | defect_iou=0.452042 | defect_recall=0.957447 | normal_fpr=0.794118 | normal_fp=27/34 | thr=0.50 | min_area=0 | stage2_score=-0.794688 | lr_encoder=2.000000e-05 | lr_decoder=1.000000e-04
epoch 6/50 | random_normal=223 | hard_normal=148/148 | hard_pool=236 | train_loss=0.606691 | defect_dice=0.532014 | defect_iou=0.389526 | defect_recall=0.936170 | normal_fpr=0.647059 | normal_fp=22/34 | thr=0.50 | min_area=0 | stage2_score=-0.562104 | lr_encoder=2.000000e-05 | lr_decoder=1.000000e-04
epoch 7/50 | random_normal=223 | hard_normal=148/148 | hard_pool=181 | train_loss=0.601851 | defect_dice=0.486873 | defect_iou=0.343386 | defect_recall=1.000000 | normal_fpr=0.823529 | normal_fp=28/34 | thr=0.50 | min_area=0 | stage2_score=-0.960186 | lr_encoder=2.000000e-05 | lr_decoder=1.000000e-04
epoch 8/50 | random_normal=223 | hard_normal=148/148 | hard_pool=181 | train_loss=0.596567 | defect_dice=0.616375 | defect_iou=0.484225 | defect_recall=0.914894 | normal_fpr=0.647059 | normal_fp=22/34 | thr=0.50 | min_area=0 | stage2_score=-0.477743 | lr_encoder=2.000000e-05 | lr_decoder=1.000000e-04
epoch 9/50 | random_normal=223 | hard_normal=148/148 | hard_pool=177 | train_loss=0.592405 | defect_dice=0.295122 | defect_iou=0.186895 | defect_recall=1.000000 | normal_fpr=0.970588 | normal_fp=33/34 | thr=0.50 | min_area=0 | stage2_score=-1.446055 | lr_encoder=2.000000e-05 | lr_decoder=1.000000e-04
epoch 10/50 | random_normal=223 | hard_normal=148/148 | hard_pool=177 | train_loss=0.587790 | defect_dice=0.580161 | defect_iou=0.435833 | defect_recall=0.978723 | normal_fpr=0.794118 | normal_fp=27/34 | thr=0.50 | min_area=0 | stage2_score=-0.808074 | lr_encoder=2.000000e-05 | lr_decoder=1.000000e-04
epoch 11/50 | random_normal=223 | hard_normal=148/148 | hard_pool=211 | train_loss=0.582978 | defect_dice=0.432762 | defect_iou=0.295894 | defect_recall=1.000000 | normal_fpr=0.794118 | normal_fp=27/34 | thr=0.50 | min_area=0 | stage2_score=-0.955473 | lr_encoder=2.000000e-05 | lr_decoder=1.000000e-04
